participant_code,pair_condition,unordered_pair_index,human_unordered_pair_id,condition,position,family,env_id,variant,solved,attempts,first_attempt_success,first_attempt_x,first_attempt_y,success_attempt,success_x,success_y
H-CFDE4028,same_family,19,same_family_unordered_19,upward,2,Remove,5,original,True,6,False,482.0,320.0,6,190.0,163.0
H-B0C122FF,same_family,17,same_family_unordered_17,upward,1,Prevention,8,original,True,4,False,86.0,439.0,4,476.0,327.0
H-B0C122FF,same_family,17,same_family_unordered_17,upward,2,Prevention,4,original,True,4,False,71.0,337.0,4,40.0,365.0
H-21D69BCF,different_family,9,different_family_unordered_09,upward,1,FallingAlt,3,original,True,3,False,262.0,262.0,3,384.0,232.0
H-21D69BCF,different_family,9,different_family_unordered_09,upward,2,Falling,8,original,True,1,True,62.0,110.0,1,62.0,110.0
H-BD81C18D,reflected,1,reflected_unordered_01,upward,1,BackUp,3,original,False,10,False,273.0,302.0,,,
H-BD81C18D,reflected,1,reflected_unordered_01,upward,2,BackUp,3,reflect_y,True,10,False,489.0,321.0,10,328.0,424.0
H-E35E6DEE,same_family,17,same_family_unordered_17,upward,1,Prevention,4,original,True,5,False,468.0,343.0,5,42.0,331.0
H-E35E6DEE,same_family,17,same_family_unordered_17,upward,2,Prevention,8,original,False,10,False,45.0,534.0,,,
H-E6B1576D,reflected,17,reflected_unordered_17,upward,1,Prevention,4,reflect_y,True,4,False,316.0,497.0,4,554.0,342.0
H-E6B1576D,reflected,17,reflected_unordered_17,upward,2,Prevention,4,original,True,1,True,43.0,336.0,1,43.0,336.0
H-97356A8F,same_family,9,same_family_unordered_09,upward,1,Basic,8,original,True,4,False,39.0,335.0,4,38.0,505.0
H-97356A8F,same_family,9,same_family_unordered_09,upward,2,Basic,1,original,True,5,False,38.0,279.0,5,39.0,302.0
H-D925C25D,reflected,19,reflected_unordered_19,upward,1,Remove,6,reflect_y,False,10,False,315.0,501.0,,,
H-D925C25D,reflected,19,reflected_unordered_19,upward,2,Remove,6,original,True,2,False,81.0,481.0,2,342.0,457.0
H-67DFB62D,reflected,2,reflected_unordered_02,downward,1,BackUp,5,reflect_y,True,2,False,441.0,550.0,2,431.0,556.0
H-67DFB62D,reflected,2,reflected_unordered_02,downward,2,BackUp,5,original,True,1,True,171.0,560.0,1,171.0,560.0
H-205EF763,same_family,20,same_family_unordered_20,downward,1,Remove,7,original,True,4,False,368.0,423.0,4,422.0,488.0
H-205EF763,same_family,20,same_family_unordered_20,downward,2,Remove,6,original,True,3,False,411.0,492.0,3,374.0,420.0
H-8FEA50C3,reflected,4,reflected_unordered_04,downward,1,Balance,4,reflect_y,True,4,False,286.0,425.0,4,181.0,426.0
H-8FEA50C3,reflected,4,reflected_unordered_04,downward,2,Balance,4,original,True,4,False,409.0,435.0,4,401.0,445.0
H-4ABB409D,same_family,14,same_family_unordered_14,downward,1,FallingAlt,4,original,True,4,False,327.0,446.0,4,306.0,248.0
H-4ABB409D,same_family,14,same_family_unordered_14,downward,2,FallingAlt,10,original,True,1,True,161.0,471.0,1,161.0,471.0
H-16111586,same_family,9,same_family_unordered_09,upward,1,Basic,1,original,False,10,False,205.0,179.0,,,
H-16111586,same_family,9,same_family_unordered_09,upward,2,Basic,8,original,True,1,True,39.0,500.0,1,39.0,500.0
H-7DF79C33,different_family,18,different_family_unordered_18,downward,1,Balance,8,original,True,7,False,383.0,463.0,7,369.0,542.0
H-7DF79C33,different_family,18,different_family_unordered_18,downward,2,Falling,10,original,True,1,True,314.0,484.0,1,314.0,484.0
H-49A7AD46,reflected,15,reflected_unordered_15,upward,1,FallingAlt,4,original,True,6,False,278.0,404.0,6,300.0,240.0
H-49A7AD46,reflected,15,reflected_unordered_15,upward,2,FallingAlt,4,reflect_y,False,10,False,291.0,238.0,,,
H-55813E2A,different_family,2,different_family_unordered_02,downward,1,BackUp,7,original,True,2,False,299.0,557.0,2,339.0,279.0
H-55813E2A,different_family,2,different_family_unordered_02,downward,2,BalanceUnder,7,original,True,9,False,305.0,526.0,9,305.0,446.0
H-9DEB3097,reflected,9,reflected_unordered_09,upward,1,Basic,1,reflect_y,False,10,False,352.0,121.0,,,
H-9DEB3097,reflected,9,reflected_unordered_09,upward,2,Basic,1,original,True,6,False,52.0,289.0,6,39.0,396.0
H-B0231ACB,same_family,5,same_family_unordered_05,upward,1,Balance,10,original,True,2,False,186.0,172.0,2,468.0,72.0
H-B0231ACB,same_family,5,same_family_unordered_05,upward,2,Balance,5,original,False,10,False,451.0,87.0,,,
H-411944AC,reflected,2,reflected_unordered_02,downward,1,BackUp,5,original,True,4,False,237.0,484.0,4,218.0,445.0
H-411944AC,reflected,2,reflected_unordered_02,downward,2,BackUp,5,reflect_y,True,1,True,389.0,488.0,1,389.0,488.0
H-123D9F4D,different_family,19,different_family_unordered_19,upward,1,Remove,1,original,False,10,False,39.0,558.0,,,
H-123D9F4D,different_family,19,different_family_unordered_19,upward,2,Prevention,3,original,True,5,False,541.0,341.0,5,499.0,338.0
H-95ADFC39,same_family,3,same_family_unordered_03,upward,1,BackUp,5,original,True,1,True,209.0,436.0,1,209.0,436.0
H-95ADFC39,same_family,3,same_family_unordered_03,upward,2,BackUp,3,original,True,1,True,252.0,416.0,1,252.0,416.0
H-DB017EFB,different_family,13,different_family_unordered_13,upward,1,Prevention,8,original,True,3,False,544.0,339.0,3,473.0,351.0
H-DB017EFB,different_family,13,different_family_unordered_13,upward,2,Balance,3,original,False,10,False,216.0,55.0,,,
H-C1E7F6C2,same_family,8,same_family_unordered_08,downward,1,BalanceUnder,3,original,True,5,False,115.0,278.0,5,44.0,562.0
H-C1E7F6C2,same_family,8,same_family_unordered_08,downward,2,BalanceUnder,6,original,True,3,False,219.0,502.0,3,318.0,555.0
H-974FF74F,different_family,6,different_family_unordered_06,downward,1,Prevention,5,original,True,3,False,411.0,489.0,3,551.0,556.0
H-974FF74F,different_family,6,different_family_unordered_06,downward,2,Basic,7,original,True,3,False,503.0,382.0,3,553.0,68.0
H-A44C1F2C,reflected,18,reflected_unordered_18,downward,1,Prevention,8,original,False,10,False,348.0,339.0,,,
H-A44C1F2C,reflected,18,reflected_unordered_18,downward,2,Prevention,8,reflect_y,False,10,False,98.0,486.0,,,
H-3A4B248C,same_family,10,same_family_unordered_10,downward,1,Basic,7,original,True,7,False,186.0,463.0,7,520.0,169.0
H-3A4B248C,same_family,10,same_family_unordered_10,downward,2,Basic,6,original,True,1,True,41.0,332.0,1,41.0,332.0
H-9DEB3097,different_family,8,different_family_unordered_08,downward,1,Falling,7,original,True,3,False,200.0,113.0,3,218.0,113.0
H-9DEB3097,different_family,8,different_family_unordered_08,downward,2,Basic,2,original,True,3,False,41.0,301.0,3,278.0,81.0
H-81A648EC,reflected,13,reflected_unordered_13,upward,1,Falling,8,reflect_y,True,2,False,435.0,130.0,2,532.0,128.0
H-81A648EC,reflected,13,reflected_unordered_13,upward,2,Falling,8,original,True,1,True,103.0,117.0,1,103.0,117.0
H-43EBD6BE,reflected,12,reflected_unordered_12,downward,1,Falling,3,reflect_y,True,1,True,247.0,536.0,1,247.0,536.0
H-43EBD6BE,reflected,12,reflected_unordered_12,downward,2,Falling,3,original,True,2,False,367.0,550.0,2,344.0,547.0
H-AB32AA97,reflected,11,reflected_unordered_11,upward,1,Falling,1,original,True,1,True,356.0,78.0,1,356.0,78.0
H-AB32AA97,reflected,11,reflected_unordered_11,upward,2,Falling,1,reflect_y,True,2,False,372.0,99.0,2,329.0,95.0
H-B8486FE1,same_family,6,same_family_unordered_06,downward,1,Balance,1,original,True,10,False,419.0,167.0,10,211.0,359.0
H-B8486FE1,same_family,6,same_family_unordered_06,downward,2,Balance,7,original,False,10,False,339.0,468.0,,,
H-EA171418,reflected,18,reflected_unordered_18,downward,1,Prevention,8,reflect_y,True,3,False,508.0,366.0,3,46.0,338.0
H-EA171418,reflected,18,reflected_unordered_18,downward,2,Prevention,8,original,True,1,True,555.0,338.0,1,555.0,338.0
H-652BBAFE,same_family,17,same_family_unordered_17,upward,1,Prevention,4,original,True,2,False,292.0,343.0,2,40.0,338.0
H-652BBAFE,same_family,17,same_family_unordered_17,upward,2,Prevention,8,original,True,3,False,556.0,342.0,3,515.0,337.0
H-EBF44CD0,different_family,7,different_family_unordered_07,upward,1,BackUp,8,original,False,10,False,468.0,194.0,,,
H-EBF44CD0,different_family,7,different_family_unordered_07,upward,2,Basic,9,original,True,5,False,368.0,42.0,5,380.0,43.0
H-A1905248,same_family,13,same_family_unordered_13,upward,1,Falling,6,original,True,4,False,132.0,104.0,4,355.0,104.0
H-A1905248,same_family,13,same_family_unordered_13,upward,2,Falling,2,original,True,1,True,234.0,110.0,1,234.0,110.0
H-342B46C6,same_family,18,same_family_unordered_18,downward,1,Prevention,5,original,True,2,False,526.0,533.0,2,513.0,341.0
H-342B46C6,same_family,18,same_family_unordered_18,downward,2,Prevention,10,original,True,1,True,255.0,561.0,1,255.0,561.0
H-62FFCB76,different_family,18,different_family_unordered_18,downward,1,Balance,8,original,True,1,True,432.0,560.0,1,432.0,560.0
H-62FFCB76,different_family,18,different_family_unordered_18,downward,2,Falling,10,original,True,1,True,380.0,558.0,1,380.0,558.0
H-910799FC,same_family,6,same_family_unordered_06,downward,1,Balance,7,original,False,10,False,372.0,425.0,,,
H-910799FC,same_family,6,same_family_unordered_06,downward,2,Balance,1,original,True,2,False,176.0,228.0,2,180.0,423.0
H-DC4D35B1,reflected,14,reflected_unordered_14,downward,1,FallingAlt,1,reflect_y,True,2,False,50.0,317.0,2,299.0,241.0
H-DC4D35B1,reflected,14,reflected_unordered_14,downward,2,FallingAlt,1,original,True,6,False,326.0,240.0,6,307.0,237.0
H-123D9F4D,same_family,12,same_family_unordered_12,downward,1,Falling,3,original,True,5,False,261.0,356.0,5,370.0,529.0
H-123D9F4D,same_family,12,same_family_unordered_12,downward,2,Falling,9,original,True,4,False,184.0,79.0,4,178.0,81.0
H-E7ECDC56,different_family,4,different_family_unordered_04,downward,1,BackUp,10,original,False,10,False,394.0,407.0,,,
H-E7ECDC56,different_family,4,different_family_unordered_04,downward,2,Balance,4,original,True,3,False,329.0,425.0,3,396.0,428.0
H-30063FD8,same_family,16,same_family_unordered_16,downward,1,FallingAlt,9,original,True,1,True,118.0,464.0,1,118.0,464.0
H-30063FD8,same_family,16,same_family_unordered_16,downward,2,FallingAlt,6,original,True,1,True,139.0,471.0,1,139.0,471.0
H-3FC3B308,different_family,8,different_family_unordered_08,downward,1,Basic,2,original,True,4,False,153.0,351.0,4,282.0,46.0
H-3FC3B308,different_family,8,different_family_unordered_08,downward,2,Falling,7,original,True,3,False,145.0,142.0,3,206.0,112.0
H-B7ED025B,reflected,17,reflected_unordered_17,upward,1,Prevention,4,original,True,2,False,138.0,338.0,2,39.0,323.0
H-B7ED025B,reflected,17,reflected_unordered_17,upward,2,Prevention,4,reflect_y,True,1,True,562.0,330.0,1,562.0,330.0
H-C54D0B7A,same_family,18,same_family_unordered_18,downward,1,Prevention,10,original,True,1,True,115.0,338.0,1,115.0,338.0
H-C54D0B7A,same_family,18,same_family_unordered_18,downward,2,Prevention,5,original,True,3,False,338.0,345.0,3,531.0,348.0
H-D9FA8D62,reflected,11,reflected_unordered_11,upward,1,Falling,1,reflect_y,True,2,False,152.0,142.0,2,321.0,83.0
H-D9FA8D62,reflected,11,reflected_unordered_11,upward,2,Falling,1,original,True,1,True,246.0,93.0,1,246.0,93.0
H-3014078D,different_family,12,different_family_unordered_12,downward,1,BackUp,6,original,True,5,False,88.0,426.0,5,234.0,504.0
H-3014078D,different_family,12,different_family_unordered_12,downward,2,Prevention,7,original,True,1,True,230.0,450.0,1,230.0,450.0
H-3A0E5CD7,same_family,15,same_family_unordered_15,upward,1,FallingAlt,7,original,True,4,False,203.0,437.0,4,294.0,253.0
H-3A0E5CD7,same_family,15,same_family_unordered_15,upward,2,FallingAlt,8,original,True,4,False,160.0,465.0,4,315.0,239.0
H-16601D78,different_family,16,different_family_unordered_16,downward,1,Remove,8,original,True,4,False,280.0,307.0,4,343.0,340.0
H-16601D78,different_family,16,different_family_unordered_16,downward,2,FallingAlt,4,original,True,1,True,282.0,258.0,1,282.0,258.0
H-AB8B6541,same_family,1,same_family_unordered_01,upward,1,BackUp,8,original,False,10,False,227.0,496.0,,,
H-AB8B6541,same_family,1,same_family_unordered_01,upward,2,BackUp,6,original,True,1,True,249.0,436.0,1,249.0,436.0
H-BDA5CCCD,reflected,3,reflected_unordered_03,upward,1,BackUp,7,original,False,10,False,74.0,147.0,,,
H-BDA5CCCD,reflected,3,reflected_unordered_03,upward,2,BackUp,7,reflect_y,True,5,False,527.0,140.0,5,214.0,316.0
H-DE9542AD,different_family,17,different_family_unordered_17,upward,1,Balance,5,original,True,8,False,264.0,446.0,8,215.0,110.0
H-DE9542AD,different_family,17,different_family_unordered_17,upward,2,Basic,10,original,True,2,False,312.0,220.0,2,555.0,41.0
H-3014078D,same_family,4,same_family_unordered_04,downward,1,Balance,8,original,False,10,False,205.0,500.0,,,
H-3014078D,same_family,4,same_family_unordered_04,downward,2,Balance,4,original,True,1,True,345.0,553.0,1,345.0,553.0
H-D72F6F5F,reflected,20,reflected_unordered_20,downward,1,Remove,8,reflect_y,True,3,False,223.0,456.0,3,232.0,529.0
H-D72F6F5F,reflected,20,reflected_unordered_20,downward,2,Remove,8,original,True,1,True,372.0,551.0,1,372.0,551.0
H-0735D043,different_family,14,different_family_unordered_14,downward,1,BalanceUnder,8,original,True,1,True,276.0,447.0,1,276.0,447.0
H-0735D043,different_family,14,different_family_unordered_14,downward,2,Remove,5,original,True,1,True,86.0,486.0,1,86.0,486.0
H-0FC5F8B3,reflected,8,reflected_unordered_08,downward,1,BalanceUnder,5,reflect_y,True,1,True,286.0,331.0,1,286.0,331.0
H-0FC5F8B3,reflected,8,reflected_unordered_08,downward,2,BalanceUnder,5,original,True,1,True,348.0,447.0,1,348.0,447.0
H-06E67C7B,reflected,15,reflected_unordered_15,upward,1,FallingAlt,4,reflect_y,True,1,True,296.0,249.0,1,296.0,249.0
H-06E67C7B,reflected,15,reflected_unordered_15,upward,2,FallingAlt,4,original,False,10,False,346.0,392.0,,,
H-EE04D4D7,different_family,10,different_family_unordered_10,downward,1,FallingAlt,2,original,False,10,False,71.0,384.0,,,
H-EE04D4D7,different_family,10,different_family_unordered_10,downward,2,Falling,9,original,True,2,False,456.0,228.0,2,169.0,85.0
H-DED6BCDE,reflected,19,reflected_unordered_19,upward,1,Remove,6,original,True,2,False,266.0,493.0,2,358.0,510.0
H-DED6BCDE,reflected,19,reflected_unordered_19,upward,2,Remove,6,reflect_y,True,1,True,206.0,508.0,1,206.0,508.0
H-C76B662A,reflected,5,reflected_unordered_05,upward,1,Balance,7,reflect_y,True,5,False,421.0,455.0,5,371.0,46.0
H-C76B662A,reflected,5,reflected_unordered_05,upward,2,Balance,7,original,True,10,False,130.0,257.0,10,114.0,339.0
H-A92EAEEB,same_family,7,same_family_unordered_07,upward,1,BalanceUnder,8,original,True,3,False,367.0,170.0,3,146.0,158.0
H-A92EAEEB,same_family,7,same_family_unordered_07,upward,2,BalanceUnder,2,original,True,1,True,390.0,171.0,1,390.0,171.0
H-D72F6F5F,different_family,3,different_family_unordered_03,upward,1,FallingAlt,10,original,True,4,False,249.0,433.0,4,300.0,315.0
H-D72F6F5F,different_family,3,different_family_unordered_03,upward,2,Balance,2,original,True,1,True,413.0,72.0,1,413.0,72.0
H-FDFBD466,reflected,7,reflected_unordered_07,upward,1,BalanceUnder,2,original,True,3,False,172.0,346.0,3,354.0,146.0
H-FDFBD466,reflected,7,reflected_unordered_07,upward,2,BalanceUnder,2,reflect_y,True,2,False,251.0,171.0,2,247.0,281.0
H-6B73B603,same_family,16,same_family_unordered_16,downward,1,FallingAlt,6,original,True,4,False,278.0,290.0,4,183.0,292.0
H-6B73B603,same_family,16,same_family_unordered_16,downward,2,FallingAlt,9,original,True,1,True,184.0,431.0,1,184.0,431.0
H-82C0890A,reflected,16,reflected_unordered_16,downward,1,FallingAlt,9,original,True,3,False,153.0,488.0,3,171.0,457.0
H-82C0890A,reflected,16,reflected_unordered_16,downward,2,FallingAlt,9,reflect_y,True,2,False,422.0,427.0,2,423.0,524.0
H-F4B10067,different_family,19,different_family_unordered_19,upward,1,Prevention,3,original,True,10,False,183.0,406.0,10,508.0,347.0
H-F4B10067,different_family,19,different_family_unordered_19,upward,2,Remove,1,original,True,4,False,432.0,348.0,4,177.0,48.0
H-CC3968D2,same_family,8,same_family_unordered_08,downward,1,BalanceUnder,6,original,True,1,True,343.0,419.0,1,343.0,419.0
H-CC3968D2,same_family,8,same_family_unordered_08,downward,2,BalanceUnder,3,original,True,1,True,39.0,503.0,1,39.0,503.0
H-5A3BFE3A,different_family,4,different_family_unordered_04,downward,1,Balance,4,original,True,4,False,546.0,356.0,4,454.0,65.0
H-5A3BFE3A,different_family,4,different_family_unordered_04,downward,2,BackUp,10,original,False,10,False,337.0,484.0,,,
H-74F8B327,same_family,13,same_family_unordered_13,upward,1,Falling,2,original,True,2,False,339.0,411.0,2,266.0,145.0
H-74F8B327,same_family,13,same_family_unordered_13,upward,2,Falling,6,original,True,1,True,365.0,132.0,1,365.0,132.0
H-250AEA30,reflected,9,reflected_unordered_09,upward,1,Basic,1,original,True,9,False,65.0,338.0,9,39.0,356.0
H-250AEA30,reflected,9,reflected_unordered_09,upward,2,Basic,1,reflect_y,True,6,False,562.0,303.0,6,562.0,327.0
H-7AFFCD0A,different_family,2,different_family_unordered_02,downward,1,BackUp,7,original,True,4,False,177.0,438.0,4,321.0,62.0
H-7AFFCD0A,different_family,2,different_family_unordered_02,downward,2,BalanceUnder,7,original,True,2,False,330.0,326.0,2,312.0,400.0
H-371E1C33,same_family,19,same_family_unordered_19,upward,1,Remove,8,original,True,5,False,391.0,353.0,5,375.0,355.0
H-371E1C33,same_family,19,same_family_unordered_19,upward,2,Remove,5,original,False,10,False,330.0,240.0,,,
H-156F3BB2,same_family,3,same_family_unordered_03,upward,1,BackUp,3,original,True,2,False,494.0,468.0,2,265.0,418.0
H-156F3BB2,same_family,3,same_family_unordered_03,upward,2,BackUp,5,original,True,4,False,161.0,490.0,4,190.0,486.0
H-48A5FDF1,reflected,10,reflected_unordered_10,downward,1,Basic,2,reflect_y,True,8,False,219.0,416.0,8,75.0,458.0
H-48A5FDF1,reflected,10,reflected_unordered_10,downward,2,Basic,2,original,True,1,True,515.0,453.0,1,515.0,453.0
H-7998DDFF,different_family,15,different_family_unordered_15,upward,1,Remove,6,original,True,2,False,454.0,382.0,2,386.0,484.0
H-7998DDFF,different_family,15,different_family_unordered_15,upward,2,Basic,6,original,True,5,False,353.0,538.0,5,41.0,295.0
H-D9FA8D62,different_family,13,different_family_unordered_13,upward,1,Prevention,8,original,True,3,False,94.0,336.0,3,561.0,557.0
H-D9FA8D62,different_family,13,different_family_unordered_13,upward,2,Balance,3,original,True,1,True,210.0,265.0,1,210.0,265.0
H-5036CECC,reflected,13,reflected_unordered_13,upward,1,Falling,8,original,True,6,False,114.0,347.0,6,41.0,118.0
H-5036CECC,reflected,13,reflected_unordered_13,upward,2,Falling,8,reflect_y,True,4,False,557.0,118.0,4,529.0,118.0
H-ED26E576,different_family,3,different_family_unordered_03,upward,1,Balance,2,original,True,2,False,104.0,197.0,2,426.0,47.0
H-ED26E576,different_family,3,different_family_unordered_03,upward,2,FallingAlt,10,original,True,1,True,315.0,244.0,1,315.0,244.0
H-A497F1D6,reflected,14,reflected_unordered_14,downward,1,FallingAlt,1,original,True,7,False,294.0,254.0,7,306.0,262.0
H-A497F1D6,reflected,14,reflected_unordered_14,downward,2,FallingAlt,1,reflect_y,True,1,True,293.0,262.0,1,293.0,262.0
H-FDFBD466,different_family,9,different_family_unordered_09,upward,1,Falling,8,original,True,1,True,62.0,111.0,1,62.0,111.0
H-FDFBD466,different_family,9,different_family_unordered_09,upward,2,FallingAlt,3,original,True,7,False,330.0,252.0,7,376.0,232.0
H-24037D75,same_family,2,same_family_unordered_02,downward,1,BackUp,9,original,False,10,False,440.0,256.0,,,
H-24037D75,same_family,2,same_family_unordered_02,downward,2,BackUp,7,original,False,10,False,107.0,338.0,,,
H-9B59BD86,different_family,1,different_family_unordered_01,upward,1,BackUp,3,original,True,2,False,214.0,558.0,2,268.0,413.0
H-9B59BD86,different_family,1,different_family_unordered_01,upward,2,Falling,5,original,True,1,True,356.0,79.0,1,356.0,79.0
H-81A648EC,same_family,1,same_family_unordered_01,upward,1,BackUp,6,original,True,1,True,255.0,490.0,1,255.0,490.0
H-81A648EC,same_family,1,same_family_unordered_01,upward,2,BackUp,8,original,False,10,False,474.0,283.0,,,
H-E9D2A1CC,reflected,10,reflected_unordered_10,downward,1,Basic,2,original,True,10,False,46.0,542.0,10,527.0,364.0
H-E9D2A1CC,reflected,10,reflected_unordered_10,downward,2,Basic,2,reflect_y,True,2,False,70.0,354.0,2,84.0,380.0
H-E9F8AD8E,reflected,16,reflected_unordered_16,downward,1,FallingAlt,9,reflect_y,True,1,True,461.0,425.0,1,461.0,425.0
H-E9F8AD8E,reflected,16,reflected_unordered_16,downward,2,FallingAlt,9,original,True,1,True,122.0,422.0,1,122.0,422.0
H-376B458D,different_family,6,different_family_unordered_06,downward,1,Prevention,5,original,True,1,True,474.0,359.0,1,474.0,359.0
H-376B458D,different_family,6,different_family_unordered_06,downward,2,Basic,7,original,False,10,False,254.0,145.0,,,
H-5E741697,same_family,11,same_family_unordered_11,upward,1,Falling,8,original,True,2,False,175.0,298.0,2,65.0,119.0
H-5E741697,same_family,11,same_family_unordered_11,upward,2,Falling,7,original,True,2,False,304.0,310.0,2,201.0,112.0
H-6D291AE8,different_family,2,different_family_unordered_02,downward,1,BalanceUnder,7,original,True,1,True,143.0,372.0,1,143.0,372.0
H-6D291AE8,different_family,2,different_family_unordered_02,downward,2,BackUp,7,original,True,3,False,189.0,492.0,3,325.0,39.0
H-F0E46F8E,reflected,4,reflected_unordered_04,downward,1,Balance,4,original,True,6,False,299.0,431.0,6,423.0,479.0
H-F0E46F8E,reflected,4,reflected_unordered_04,downward,2,Balance,4,reflect_y,True,6,False,165.0,445.0,6,195.0,431.0
H-73B5B2CA,same_family,20,same_family_unordered_20,downward,1,Remove,6,original,True,2,False,481.0,493.0,2,378.0,421.0
H-73B5B2CA,same_family,20,same_family_unordered_20,downward,2,Remove,7,original,False,10,False,379.0,289.0,,,
H-D5327696,reflected,20,reflected_unordered_20,downward,1,Remove,8,original,True,6,False,323.0,351.0,6,368.0,506.0
H-D5327696,reflected,20,reflected_unordered_20,downward,2,Remove,8,reflect_y,True,4,False,333.0,508.0,4,251.0,504.0
H-DC4D35B1,same_family,19,same_family_unordered_19,upward,1,Remove,5,original,False,10,False,275.0,193.0,,,
H-DC4D35B1,same_family,19,same_family_unordered_19,upward,2,Remove,8,original,False,10,False,100.0,451.0,,,
H-5C6A868E,different_family,12,different_family_unordered_12,downward,1,Prevention,7,original,True,3,False,94.0,492.0,3,231.0,418.0
H-5C6A868E,different_family,12,different_family_unordered_12,downward,2,BackUp,6,original,True,1,True,263.0,522.0,1,263.0,522.0
H-42B03F51,same_family,12,same_family_unordered_12,downward,1,Falling,9,original,True,3,False,200.0,108.0,3,180.0,127.0
H-42B03F51,same_family,12,same_family_unordered_12,downward,2,Falling,3,original,False,10,False,275.0,364.0,,,
H-6DC0F922,reflected,6,reflected_unordered_06,downward,1,Balance,10,original,True,1,True,289.0,249.0,1,289.0,249.0
H-6DC0F922,reflected,6,reflected_unordered_06,downward,2,Balance,10,reflect_y,True,2,False,280.0,191.0,2,308.0,252.0
H-E6BB3AD6,different_family,13,different_family_unordered_13,upward,1,Balance,3,original,False,10,False,515.0,398.0,,,
H-E6BB3AD6,different_family,13,different_family_unordered_13,upward,2,Prevention,8,original,True,4,False,92.0,341.0,4,474.0,336.0
H-EFC0B362,same_family,14,same_family_unordered_14,downward,1,FallingAlt,10,original,True,1,True,175.0,461.0,1,175.0,461.0
H-EFC0B362,same_family,14,same_family_unordered_14,downward,2,FallingAlt,4,original,True,1,True,285.0,262.0,1,285.0,262.0
H-4A9EFD0B,different_family,14,different_family_unordered_14,downward,1,Remove,5,original,True,2,False,317.0,416.0,2,354.0,372.0
H-4A9EFD0B,different_family,14,different_family_unordered_14,downward,2,BalanceUnder,8,original,True,1,True,282.0,418.0,1,282.0,418.0
H-0FC5F8B3,different_family,9,different_family_unordered_09,upward,1,FallingAlt,3,original,True,5,False,357.0,556.0,5,289.0,276.0
H-0FC5F8B3,different_family,9,different_family_unordered_09,upward,2,Falling,8,original,True,3,False,96.0,110.0,3,85.0,109.0
H-960105FA,same_family,10,same_family_unordered_10,downward,1,Basic,6,original,True,1,True,38.0,296.0,1,38.0,296.0
H-960105FA,same_family,10,same_family_unordered_10,downward,2,Basic,7,original,True,1,True,561.0,39.0,1,561.0,39.0
H-C916275A,reflected,3,reflected_unordered_03,upward,1,BackUp,7,reflect_y,True,8,False,87.0,171.0,8,220.0,223.0
H-C916275A,reflected,3,reflected_unordered_03,upward,2,BackUp,7,original,True,1,True,358.0,315.0,1,358.0,315.0
H-2F0D5752,reflected,1,reflected_unordered_01,upward,1,BackUp,3,reflect_y,True,1,True,326.0,421.0,1,326.0,421.0
H-2F0D5752,reflected,1,reflected_unordered_01,upward,2,BackUp,3,original,True,1,True,256.0,417.0,1,256.0,417.0
H-D5EAFB29,different_family,8,different_family_unordered_08,downward,1,Falling,7,original,True,8,False,299.0,554.0,8,214.0,113.0
H-D5EAFB29,different_family,8,different_family_unordered_08,downward,2,Basic,2,original,True,4,False,44.0,417.0,4,525.0,407.0
H-8A71D1C4,reflected,7,reflected_unordered_07,upward,1,BalanceUnder,2,reflect_y,True,2,False,70.0,189.0,2,249.0,169.0
H-8A71D1C4,reflected,7,reflected_unordered_07,upward,2,BalanceUnder,2,original,True,5,False,158.0,353.0,5,368.0,266.0
H-9CD7A8BA,different_family,10,different_family_unordered_10,downward,1,Falling,9,original,False,10,False,476.0,151.0,,,
H-9CD7A8BA,different_family,10,different_family_unordered_10,downward,2,FallingAlt,2,original,True,1,True,299.0,473.0,1,299.0,473.0
H-4B66F1A1,different_family,20,different_family_unordered_20,downward,1,Remove,7,original,True,1,True,292.0,426.0,1,292.0,426.0
H-4B66F1A1,different_family,20,different_family_unordered_20,downward,2,BalanceUnder,10,original,True,2,False,302.0,114.0,2,289.0,339.0
H-06622C1E,different_family,11,different_family_unordered_11,upward,1,FallingAlt,7,original,True,3,False,216.0,414.0,3,337.0,246.0
H-06622C1E,different_family,11,different_family_unordered_11,upward,2,BalanceUnder,5,original,True,1,True,186.0,160.0,1,186.0,160.0
H-FDBC7D7C,different_family,16,different_family_unordered_16,downward,1,FallingAlt,4,original,True,8,False,493.0,77.0,8,337.0,241.0
H-FDBC7D7C,different_family,16,different_family_unordered_16,downward,2,Remove,8,original,True,2,False,493.0,53.0,2,342.0,465.0
H-94088DEE,reflected,8,reflected_unordered_08,downward,1,BalanceUnder,5,original,True,4,False,433.0,477.0,4,312.0,341.0
H-94088DEE,reflected,8,reflected_unordered_08,downward,2,BalanceUnder,5,reflect_y,True,8,False,414.0,476.0,8,249.0,486.0
H-2F9FCC3D,different_family,5,different_family_unordered_05,upward,1,Prevention,2,original,False,10,False,96.0,447.0,,,
H-2F9FCC3D,different_family,5,different_family_unordered_05,upward,2,BalanceUnder,6,original,True,5,False,328.0,269.0,5,151.0,167.0
H-5036CECC,different_family,17,different_family_unordered_17,upward,1,Basic,10,original,True,4,False,507.0,492.0,4,550.0,48.0
H-5036CECC,different_family,17,different_family_unordered_17,upward,2,Balance,5,original,False,10,False,480.0,225.0,,,
H-6EE988D5,different_family,5,different_family_unordered_05,upward,1,BalanceUnder,6,original,False,10,False,305.0,273.0,,,
